nbr_projets,inv_declare,nbr_emploi,gouv_ar,gouv_fr,delegation_ar,delegation_fr,secteur_act_ar,secteur_act_ar_1,mois_ar,mois_fr,annee_doa,feuille
1.0,95925,0,جندوبة,JENDOUBA,بلطة بوعوان,BALTA BOU OUN,الخدمات,SERVICE,جويلية,juill.,2018,SQL Results
1.0,48406,1,قفصة,GAFSA,أم  العرائس,OM ELARAYES,الفلاحي,AGRICULTURE,جويلية,juill.,2018,SQL Results
2.0,240500,102,نابل,NABEUL,بني خلاد,BENI KHALLED,الفلاحي,AGRICULTURE,جويلية,juill.,2018,SQL Results
2.0,202000,14,القيروان,KAIROUAN,السبيخة,SBIKHA,الخدمات,SERVICE,جويلية,juill.,2018,SQL Results
1.0,205000,2,قفصة,GAFSA,زانوش,,الفلاحي,AGRICULTURE,جويلية,juill.,2018,SQL Results
1.0,1680,0,قبلي,KEBELLI,دوز الشما لية,DOUZ NORD,الفلاحي,AGRICULTURE,جويلية,juill.,2018,SQL Results
1.0,60000,1,بنزرت,BIZERTE,بنزرت الجنوبية,BIZETE SUD,الخدمات,SERVICE,جويلية,juill.,2018,SQL Results
1.0,79000,1,القيروان,KAIROUAN,القيروان الجنوبية,KAIROUAN SUD,الخدمات,SERVICE,جويلية,juill.,2018,SQL Results
3.0,455000,4,تطاوين,TATAWINE,رمادة,REMEDA,الفلاحي,AGRICULTURE,جويلية,juill.,2018,SQL Results
4.0,429000,4,صفاقس,SFAXE,العامرة,EL AMRA,الفلاحي,AGRICULTURE,جويلية,juill.,2018,SQL Results
4.0,340034,6,قفصة,GAFSA,السند,ESNAD,الفلاحي,AGRICULTURE,جويلية,juill.,2018,SQL Results
2.0,195530,2,مدنين,MEDENINE,مدنين الجنوبية,MEDNIN SUD,الخدمات,SERVICE,جويلية,juill.,2018,SQL Results
2.0,172906,7,توزر,TOZEUR,توزر,TOZEUR,الخدمات,SERVICE,جويلية,juill.,2018,SQL Results
2.0,124744,2,مدنين,MEDENINE,مدنين الشما لية,MEDNI NORD,الفلاحي,AGRICULTURE,جويلية,juill.,2018,SQL Results
2.0,195500,4,المنستير,MOUNASTIR,البقا لطة,BKALTA,الفلاحي,AGRICULTURE,جويلية,juill.,2018,SQL Results
4.0,194787,1,توزر,TOZEUR,توزر,TOZEUR,الفلاحي,AGRICULTURE,جويلية,juill.,2018,SQL Results
8.0,1346680,5,صفاقس,SFAXE,الصخيرة,SKHIRA,الفلاحي,AGRICULTURE,جويلية,juill.,2018,SQL Results
5.0,789400,4,قابس,GABES,منزل الحبيب,MANZE EL HABIB,الفلاحي,AGRICULTURE,جويلية,juill.,2018,SQL Results
1.0,990000,11,توزر,TOZEUR,دقاش,DGECH,التحويل الأولي,PREMIERE TRANSFORMATION,جويلية,juill.,2018,SQL Results
1.0,110022,1,توزر,TOZEUR,نفطة,NAFTA,الخدمات,SERVICE,جويلية,juill.,2018,SQL Results
1.0,85000,1,مدنين,MEDENINE,سيدي مخلوف,SID MAKHLOUF,الفلاحي,AGRICULTURE,جويلية,juill.,2018,SQL Results
1.0,6630000,27,القيروان,KAIROUAN,القيروان الشما لية,KAIROUAN NORD,التحويل الأولي,PREMIERE TRANSFORMATION,جويلية,juill.,2018,SQL Results
1.0,445000,9,تطاوين,TATAWINE,تطاوين الجنوبية,TATAWIN SUD,الخدمات,SERVICE,جويلية,juill.,2018,SQL Results
1.0,310185,0,زغوان,ZAGHOUANE,الفحص,FAHS,الخدمات,SERVICE,جويلية,juill.,2018,SQL Results
5.0,453844,6,سيدي بوزيد,SIDI BOUZIDE,أولاد حفوز,AWLED HAFOUZ,الفلاحي,AGRICULTURE,جويلية,juill.,2018,SQL Results
2.0,1683000,3,القيروان,KAIROUAN,سيدي علي نصرالله,SIDI ALI NASR ALLAH,الخدمات,SERVICE,جويلية,juill.,2018,SQL Results
1.0,131000,0,أريانة,ARIANA,سيدي ثابت,SID THABET,الفلاحي,AGRICULTURE,جويلية,juill.,2018,SQL Results
2.0,73318,1,صفاقس,SFAXE,قرقنة,KAREKNA,الخدمات,SERVICE,جويلية,juill.,2018,SQL Results
1.0,300000,2,القيروان,KAIROUAN,السبيخة,SBIKHA,الفلاحي,AGRICULTURE,جويلية,juill.,2018,SQL Results
1.0,71892,1,سيدي بوزيد,SIDI BOUZIDE,سبا لة أولاد عسكر,SEBELET AWLED ASKAR,الخدمات,SERVICE,جويلية,juill.,2018,SQL Results
2.0,205177,2,مدنين,MEDENINE,مدنين الجنوبية,MEDNIN SUD,الفلاحي,AGRICULTURE,جويلية,juill.,2018,SQL Results
1.0,120000,2,القيروان,KAIROUAN,الشراردة,CHRARDA,الفلاحي,AGRICULTURE,جويلية,juill.,2018,SQL Results
1.0,80000,0,زغوان,ZAGHOUANE,الزريبة,ZRIBA,الفلاحي,AGRICULTURE,جويلية,juill.,2018,SQL Results
1.0,526875,0,الكاف,KEF,تاجروين,TAJERWIN,الخدمات,SERVICE,جويلية,juill.,2018,SQL Results
1.0,19000,0,باجة,BEJA,مجاز الباب,MJEZ ELBEB,الفلاحي,AGRICULTURE,جويلية,juill.,2018,SQL Results
1.0,67000,1,المهدية,MAHDIA,ملولش,MLOULECH,الخدمات,SERVICE,جويلية,juill.,2018,SQL Results
1.0,15946,12,بنزرت,BIZERTE,غار الملح,GAR EL MELH,الصيد البحري,PECHE,جويلية,juill.,2018,SQL Results
2.0,246367,0,جندوبة,JENDOUBA,غارالدماء,GAR DIMA,الفلاحي,AGRICULTURE,جويلية,juill.,2018,SQL Results
2.0,269200,2,القصرين,KASSERINE,ماجل با لعباس,MAJEL BELABBES,الفلاحي,AGRICULTURE,جويلية,juill.,2018,SQL Results
3.0,179143,3,صفاقس,SFAXE,منزل شاكر,MANZEL CHAKKER,الخدمات,SERVICE,جويلية,juill.,2018,SQL Results
2.0,266986,2,منــوبة,MANOUBA,طبربة,TOUBOURBA,الفلاحي,AGRICULTURE,جويلية,juill.,2018,SQL Results
2.0,109410,2,سيدي بوزيد,SIDI BOUZIDE,الرقاب,ERGAB,الخدمات,SERVICE,جويلية,juill.,2018,SQL Results
1.0,1628155,21,بنزرت,BIZERTE,جرزونة,JARZOUNA,الصيد البحري,PECHE,جويلية,juill.,2018,SQL Results
4.0,492000,6,القيروان,KAIROUAN,سيدي عمر بوحجلة,SIDI OMOR BOUHAJLA,الفلاحي,AGRICULTURE,جويلية,juill.,2018,SQL Results
1.0,55402,1,سليانة,SILIANA,مكثر,MAKTHER,الخدمات,SERVICE,جويلية,juill.,2018,SQL Results
2.0,104000,1,المهدية,MAHDIA,هبيرة,HBIRA,الفلاحي,AGRICULTURE,جويلية,juill.,2018,SQL Results
1.0,56699,1,صفاقس,SFAXE,الصخيرة,SKHIRA,الخدمات,SERVICE,جويلية,juill.,2018,SQL Results
2.0,142000,2,المهدية,MAHDIA,شربان,CHERBEN,الفلاحي,AGRICULTURE,جويلية,juill.,2018,SQL Results
8.0,1017190,9,سيدي بوزيد,SIDI BOUZIDE,سيدي بوزيد الشرقية,SIDI BOUZID EST,الفلاحي,AGRICULTURE,جويلية,juill.,2018,SQL Results
4.0,312688,2,القصرين,KASSERINE,فريانة,FERYANA,الفلاحي,AGRICULTURE,جويلية,juill.,2018,SQL Results
17.0,2451148,21,القصرين,KASSERINE,القصرين الجنوبية,KASSERINE SUD,الفلاحي,AGRICULTURE,جويلية,juill.,2018,SQL Results
1.0,126311,0,جندوبة,JENDOUBA,واد مليز,WAD MLIZ,الفلاحي,AGRICULTURE,جويلية,juill.,2018,SQL Results
4.0,161771,4,القصرين,KASSERINE,سبيبة,SBIBA,الفلاحي,AGRICULTURE,جويلية,juill.,2018,SQL Results
1.0,83350,1,سيدي بوزيد,SIDI BOUZIDE,المزونة,ELMZOUNA,الخدمات,SERVICE,جويلية,juill.,2018,SQL Results
2.0,60600,0,قابس,GABES,مطماطة الجديدة,MATMATA ELJADIDA,الفلاحي,AGRICULTURE,جويلية,juill.,2018,SQL Results
1.0,123550,1,زغوان,ZAGHOUANE,الناظور,NATHOUR,الفلاحي,AGRICULTURE,جويلية,juill.,2018,SQL Results
1.0,748936,27,بنزرت,BIZERTE,منزل جميل,MANZEL JMIL,الفلاحي,AGRICULTURE,جويلية,juill.,2018,SQL Results
2.0,238000,2,قابس,GABES,المطوية,EL METWEYA,الفلاحي,AGRICULTURE,جويلية,juill.,2018,SQL Results
2.0,144700,1,صفاقس,SFAXE,الغريبة,ELGRIBA,الفلاحي,AGRICULTURE,جويلية,juill.,2018,SQL Results
1.0,53000,1,القيروان,KAIROUAN,حفوز,HAFOUZ,الخدمات,SERVICE,جويلية,juill.,2018,SQL Results
2.0,298000,3,القيروان,KAIROUAN,حاجب العيون,HAJEB LAYOUN,الفلاحي,AGRICULTURE,جويلية,juill.,2018,SQL Results
1.0,97500,2,صفاقس,SFAXE,الحنشة,HANCHA,الفلاحي,AGRICULTURE,جويلية,juill.,2018,SQL Results
1.0,64252,0,جندوبة,JENDOUBA,طبرقة,TABARKA,الخدمات,SERVICE,جويلية,juill.,2018,SQL Results
2.0,172000,1,تطاوين,TATAWINE,الصمّار,SAMMAR,الفلاحي,AGRICULTURE,جويلية,juill.,2018,SQL Results
1.0,104000,2,المنستير,MOUNASTIR,زرمدين,ZMERDIN,الفلاحي,AGRICULTURE,جويلية,juill.,2018,SQL Results
1.0,10000,0,المهدية,MAHDIA,الشابة,CHEBBA,الصيد البحري,PECHE,جويلية,juill.,2018,SQL Results
1.0,48401,1,قفصة,GAFSA,قفصة الجنوبية,GAFSA SUD,الخدمات,SERVICE,جويلية,juill.,2018,SQL Results
1.0,95628,1,قبلي,KEBELLI,قبلي الجنوبية,KEBELLI SUD,التحويل الأولي,PREMIERE TRANSFORMATION,جويلية,juill.,2018,SQL Results
1.0,142000,1,صفاقس,SFAXE,طينة,TINA,الفلاحي,AGRICULTURE,جويلية,juill.,2018,SQL Results
3.0,98256,1,قبلي,KEBELLI,قبلي الشما لية,KEBELLI NORD,الفلاحي,AGRICULTURE,جويلية,juill.,2018,SQL Results
1.0,60000,1,المهدية,MAHDIA,السواسي,ESSWASSI,الخدمات,SERVICE,جويلية,juill.,2018,SQL Results
6.0,641160,0,جندوبة,JENDOUBA,جندوبة,JENDOUBA,الفلاحي,AGRICULTURE,جويلية,juill.,2018,SQL Results
11.0,1211121,11,سيدي بوزيد,SIDI BOUZIDE,سيدي علي بن عون,SIDI ALI BEN OUN,الفلاحي,AGRICULTURE,جويلية,juill.,2018,SQL Results
5.0,635389,5,سيدي بوزيد,SIDI BOUZIDE,السعيدة,ASSAIDA,الفلاحي,AGRICULTURE,جويلية,juill.,2018,SQL Results
1.0,1000000,11,نابل,NABEUL,سليمان,SLIMAN,الفلاحي,AGRICULTURE,جويلية,juill.,2018,SQL Results
2.0,160400,1,سوسة,SOUSSE,القلعة الكبرى,KALAA ELKOUBRA,الفلاحي,AGRICULTURE,جويلية,juill.,2018,SQL Results
3.0,711202,12,منــوبة,MANOUBA,الجديدة,ALJADIDA,الفلاحي,AGRICULTURE,جويلية,juill.,2018,SQL Results
2.0,168000,2,المهدية,MAHDIA,ملولش,MLOULECH,الفلاحي,AGRICULTURE,جويلية,juill.,2018,SQL Results
1.0,114317,1,توزر,TOZEUR,الحامة,El Hama,الخدمات,SERVICE,أوت,août,2018,SQL Results
1.0,79706,2,منــوبة,MANOUBA,المرناقية,MOURNAGIA,الخدمات,SERVICE,أوت,août,2018,SQL Results
1.0,84928,1,مدنين,MEDENINE,أجيم,AJIM,الفلاحي,AGRICULTURE,أوت,août,2018,SQL Results
1.0,85902,2,بنزرت,BIZERTE,أوتيك,UTIK,الخدمات,SERVICE,أوت,août,2018,SQL Results
1.0,94016,1,مدنين,MEDENINE,بني خداش,BENI KHEDECH,الخدمات,SERVICE,أوت,août,2018,SQL Results
2.0,2025000,10,القيروان,KAIROUAN,سيدي عمر بوحجلة,SIDI OMOR BOUHAJLA,التحويل الأولي,PREMIERE TRANSFORMATION,أوت,août,2018,SQL Results
1.0,42000,1,القيروان,KAIROUAN,سيدي عمر بوحجلة,SIDI OMOR BOUHAJLA,الخدمات,SERVICE,أوت,août,2018,SQL Results
2.0,4085827,1,نابل,NABEUL,قرمبا لية,GROUMBELIA,الفلاحي,AGRICULTURE,أوت,août,2018,SQL Results
1.0,2450,1,مدنين,MEDENINE,بني خداش,BENI KHEDECH,الفلاحي,AGRICULTURE,أوت,août,2018,SQL Results
1.0,58000,0,المهدية,MAHDIA,المهدية,MAHDIA,الخدمات,SERVICE,أوت,août,2018,SQL Results
3.0,272671,3,قبلي,KEBELLI,الفوار,ELFAWAR,الخدمات,SERVICE,أوت,août,2018,SQL Results
1.0,57100,0,أريانة,ARIANA,قلعة الأندلس,KALAT AL ANDALOUS,الخدمات,SERVICE,أوت,août,2018,SQL Results
1.0,24000,1,القيروان,KAIROUAN,سيدي عمر بوحجلة,SIDI OMOR BOUHAJLA,الفلاحي,AGRICULTURE,أوت,août,2018,SQL Results
6.0,554259,4,صفاقس,SFAXE,عقارب,AGAREB,الفلاحي,AGRICULTURE,أوت,août,2018,SQL Results
3.0,264000,3,المهدية,MAHDIA,هبيرة,HBIRA,الخدمات,SERVICE,أوت,août,2018,SQL Results
2.0,250000,3,القيروان,KAIROUAN,العلا,AL ALAA,الفلاحي,AGRICULTURE,أوت,août,2018,SQL Results
5.0,1163000,7,تطاوين,TATAWINE,رمادة,REMEDA,الفلاحي,AGRICULTURE,أوت,août,2018,SQL Results
1.0,112767,0,جندوبة,JENDOUBA,جندوبة,JENDOUBA,الخدمات,SERVICE,أوت,août,2018,SQL Results
1.0,202000,17,القيروان,KAIROUAN,القيروان الشما لية,KAIROUAN NORD,الخدمات,SERVICE,أوت,août,2018,SQL Results
5.0,272075,7,قابس,GABES,مارث,MARETH,الخدمات,SERVICE,أوت,août,2018,SQL Results
5.0,152258,4,قبلي,KEBELLI,قبلي الجنوبية,KEBELLI SUD,الفلاحي,AGRICULTURE,أوت,août,2018,SQL Results
1.0,1340000,5,نابل,NABEUL,قربة,KOURBA,التحويل الأولي,PREMIERE TRANSFORMATION,أوت,août,2018,SQL Results
2.0,443000,4,المهدية,MAHDIA,سيدي علوان,SIDI ALWEN,الفلاحي,AGRICULTURE,أوت,août,2018,SQL Results
1.0,178000,0,زغوان,ZAGHOUANE,بئر مشارقة,BIR MCHARGA,الفلاحي,AGRICULTURE,أوت,août,2018,SQL Results
1.0,136000,1,القيروان,KAIROUAN,حاجب العيون,HAJEB LAYOUN,الفلاحي,AGRICULTURE,أوت,août,2018,SQL Results
2.0,158000,0,الكاف,KEF,الكاف الغربية,EL KEF OUSET,الفلاحي,AGRICULTURE,أوت,août,2018,SQL Results
1.0,39709,1,سيدي بوزيد,SIDI BOUZIDE,منزل بوزيان,MANZEL BOUZAYEN,الخدمات,SERVICE,أوت,août,2018,SQL Results
2.0,114902,2,مدنين,MEDENINE,بن قردان,BEN GERDAN,الخدمات,SERVICE,أوت,août,2018,SQL Results
1.0,15000,0,قابس,GABES,دخيلة توجان,DEKHILET TOUJEN,الخدمات,SERVICE,أوت,août,2018,SQL Results
3.0,650000,6,بنزرت,BIZERTE,منزل جميل,MANZEL JMIL,الفلاحي,AGRICULTURE,أوت,août,2018,SQL Results
3.0,214550,4,مدنين,MEDENINE,سيدي مخلوف,SID MAKHLOUF,الفلاحي,AGRICULTURE,أوت,août,2018,SQL Results
2.0,84911,0,باجة,BEJA,باجة الجنوبية,BEJA SUD,الفلاحي,AGRICULTURE,أوت,août,2018,SQL Results
2.0,112813,2,صفاقس,SFAXE,بئر علي بن خليفة,BIR ALI KHELIFFA,الخدمات,SERVICE,أوت,août,2018,SQL Results
1.0,56900,0,نابل,NABEUL,قربة,KOURBA,الخدمات,SERVICE,أوت,août,2018,SQL Results
1.0,12865,0,جندوبة,JENDOUBA,غارالدماء,GAR DIMA,الفلاحي,AGRICULTURE,أوت,août,2018,SQL Results
4.0,97775,0,الكاف,KEF,السرس,SERS,الفلاحي,AGRICULTURE,أوت,août,2018,SQL Results
3.0,789875,3,قابس,GABES,المطوية,EL METWEYA,الفلاحي,AGRICULTURE,أوت,août,2018,SQL Results
7.0,567436,6,سيدي بوزيد,SIDI BOUZIDE,سيدي بوزيد الغربية,SIDI BOUZID OUST,الفلاحي,AGRICULTURE,أوت,août,2018,SQL Results
2.0,83500,1,المهدية,MAHDIA,هبيرة,HBIRA,الفلاحي,AGRICULTURE,أوت,août,2018,SQL Results
1.0,248000,2,منــوبة,MANOUBA,طبربة,TOUBOURBA,الفلاحي,AGRICULTURE,أوت,août,2018,SQL Results
1.0,40857,0,قابس,GABES,قابس الجنوبية,GABES SUD,الفلاحي,AGRICULTURE,أوت,août,2018,SQL Results
1.0,80633,2,سليانة,SILIANA,مكثر,MAKTHER,الخدمات,SERVICE,أوت,août,2018,SQL Results
1.0,200000,1,نابل,NABEUL,الميدة,ELMIDA,الفلاحي,AGRICULTURE,أوت,août,2018,SQL Results
1.0,20122,0,بنزرت,BIZERTE,غار الملح,GAR EL MELH,تربية الأحياء المائية,AQUACULTURE,أوت,août,2018,SQL Results
3.0,39307,0,جندوبة,JENDOUBA,جندوبة الشما لية,JENDOUBA NORD,الفلاحي,AGRICULTURE,أوت,août,2018,SQL Results
1.0,34855,0,نابل,NABEUL,نابل,NABEUL,الفلاحي,AGRICULTURE,أوت,août,2018,SQL Results
2.0,787942,15,منــوبة,MANOUBA,برج العامري,BOURJ EL AMRI,الفلاحي,AGRICULTURE,أوت,août,2018,SQL Results
1.0,49000,0,المنستير,MOUNASTIR,طبلبة,TBOLBA,الفلاحي,AGRICULTURE,أوت,août,2018,SQL Results
2.0,101425,1,سليانة,SILIANA,الروحية,ROUHIYA,الفلاحي,AGRICULTURE,أوت,août,2018,SQL Results
6.0,737723,6,القصرين,KASSERINE,فوسانة,FOUSENA,الفلاحي,AGRICULTURE,أوت,août,2018,SQL Results
3.0,122152,2,سليانة,SILIANA,قعفور,GAAFOUR,الفلاحي,AGRICULTURE,أوت,août,2018,SQL Results
3.0,175671,3,قبلي,KEBELLI,قبلي الشما لية,KEBELLI NORD,التحويل الأولي,PREMIERE TRANSFORMATION,أوت,août,2018,SQL Results
2.0,521331,3,سليانة,SILIANA,الكريب,EL KRIB,الفلاحي,AGRICULTURE,أوت,août,2018,SQL Results
1.0,393810,1,الكاف,KEF,الجريصة,JERISSA,الخدمات,SERVICE,أوت,août,2018,SQL Results
2.0,111508,148,زغوان,ZAGHOUANE,الفحص,FAHS,الفلاحي,AGRICULTURE,أوت,août,2018,SQL Results
5.0,1004865,2,قابس,GABES,مارث,MARETH,الفلاحي,AGRICULTURE,أوت,août,2018,SQL Results
3.0,547800,2,بنزرت,BIZERTE,منزل بورقيبة,MANZEL BOURGIBA,الفلاحي,AGRICULTURE,أوت,août,2018,SQL Results
1.0,2650000,4,القيروان,KAIROUAN,القيروان الجنوبية,KAIROUAN SUD,التحويل الأولي,PREMIERE TRANSFORMATION,أوت,août,2018,SQL Results
1.0,48300,0,المنستير,MOUNASTIR,طبلبة,TBOLBA,الصيد البحري,PECHE,أوت,août,2018,SQL Results
1.0,238077,7,الكاف,KEF,السرس,SERS,التحويل الأولي,PREMIERE TRANSFORMATION,أوت,août,2018,SQL Results
1.0,85700,2,قفصة,GAFSA,أم  العرائس,OM ELARAYES,الخدمات,SERVICE,أوت,août,2018,SQL Results
5.0,485063,5,قفصة,GAFSA,قفصة الجنوبية,GAFSA SUD,الفلاحي,AGRICULTURE,أوت,août,2018,SQL Results
1.0,140000,3,بنزرت,BIZERTE,منزل جميل,MANZEL JMIL,تربية الأحياء المائية,AQUACULTURE,أوت,août,2018,SQL Results
1.0,92000,1,المهدية,MAHDIA,ملولش,MLOULECH,الفلاحي,AGRICULTURE,أوت,août,2018,SQL Results
1.0,82000,3,المنستير,MOUNASTIR,جمال,JAMMEL,الفلاحي,AGRICULTURE,أوت,août,2018,SQL Results
2.0,287150,2,صفاقس,SFAXE,العامرة,EL AMRA,الفلاحي,AGRICULTURE,أوت,août,2018,SQL Results
2.0,209000,10,مدنين,MEDENINE,بن قردان,BEN GERDAN,الصيد البحري,PECHE,أوت,août,2018,SQL Results
3.0,551100,0,أريانة,ARIANA,قلعة الأندلس,KALAT AL ANDALOUS,الفلاحي,AGRICULTURE,أوت,août,2018,SQL Results
1.0,79000,1,القيروان,KAIROUAN,القيروان الجنوبية,KAIROUAN SUD,الخدمات,SERVICE,أوت,août,2018,SQL Results
1.0,102000,1,بنزرت,BIZERTE,بنزرت الجنوبية,BIZETE SUD,الفلاحي,AGRICULTURE,أوت,août,2018,SQL Results
6.0,680088,6,القصرين,KASSERINE,القصرين الجنوبية,KASSERINE SUD,الفلاحي,AGRICULTURE,أوت,août,2018,SQL Results
1.0,90225,1,قبلي,KEBELLI,رجيم معتوق,ٌRegim Maatoug,الخدمات,SERVICE,أوت,août,2018,SQL Results
1.0,75000,1,المهدية,MAHDIA,المهدية,MAHDIA,الفلاحي,AGRICULTURE,أوت,août,2018,SQL Results
1.0,413697,0,نابل,NABEUL,قليبية,KLIBYA,الخدمات,SERVICE,أوت,août,2018,SQL Results
1.0,708000,35,زغوان,ZAGHOUANE,زغوان,ZAGOUAN,التحويل الأولي,PREMIERE TRANSFORMATION,أوت,août,2018,SQL Results
1.0,51325,0,باجة,BEJA,باجة الجنوبية,BEJA SUD,الخدمات,SERVICE,أوت,août,2018,SQL Results
1.0,3000,1,مدنين,MEDENINE,مدنين الجنوبية,MEDNIN SUD,الخدمات,SERVICE,أوت,août,2018,SQL Results
1.0,222500,1,سيدي بوزيد,SIDI BOUZIDE,جلمة,JELMA,الفلاحي,AGRICULTURE,أوت,août,2018,SQL Results
1.0,386200,0,أريانة,ARIANA,سيدي ثابت,SID THABET,الفلاحي,AGRICULTURE,أوت,août,2018,SQL Results
1.0,147070,1,نابل,NABEUL,منزل بوزلفة,MANZEL BOUZALFA,الخدمات,SERVICE,أوت,août,2018,SQL Results
1.0,80000,1,المهدية,MAHDIA,المهدية,MAHDIA,تربية الأحياء المائية,AQUACULTURE,أوت,août,2018,SQL Results
2.0,117460,1,سوسة,SOUSSE,القلعة الكبرى,KALAA ELKOUBRA,الخدمات,SERVICE,أوت,août,2018,SQL Results
1.0,64000,1,سوسة,SOUSSE,النفيضة,NFIDHA,الفلاحي,AGRICULTURE,أوت,août,2018,SQL Results
1.0,310283,16,جندوبة,JENDOUBA,طبرقة,TABARKA,الفلاحي,AGRICULTURE,أوت,août,2018,SQL Results
1.0,59600,1,المنستير,MOUNASTIR,صيادة لمطة بوحجر,SAYADAT LAMTA BOUHJAR,الخدمات,SERVICE,أوت,août,2018,SQL Results
1.0,56402,1,قبلي,KEBELLI,قبلي الشما لية,KEBELLI NORD,الفلاحي,AGRICULTURE,أوت,août,2018,SQL Results
3.0,3875007,3,نابل,NABEUL,تاكلسة,TAKELSSA,الفلاحي,AGRICULTURE,أوت,août,2018,SQL Results
1.0,1100000,2,منــوبة,MANOUBA,طبربة,TOUBOURBA,التحويل الأولي,PREMIERE TRANSFORMATION,أوت,août,2018,SQL Results
2.0,272000,3,القيروان,KAIROUAN,الشراردة,CHRARDA,الفلاحي,AGRICULTURE,أوت,août,2018,SQL Results
1.0,170000,1,قابس,GABES,مطماطة الجديدة,MATMATA ELJADIDA,الفلاحي,AGRICULTURE,أوت,août,2018,SQL Results
3.0,676900,23,باجة,BEJA,تستور,TASTOUR,الفلاحي,AGRICULTURE,أوت,août,2018,SQL Results
1.0,57960,1,مدنين,MEDENINE,سيدي مخلوف,SID MAKHLOUF,الخدمات,SERVICE,أوت,août,2018,SQL Results
4.0,503221,3,مدنين,MEDENINE,مدنين الجنوبية,MEDNIN SUD,الفلاحي,AGRICULTURE,أوت,août,2018,SQL Results
2.0,304631,1,الكاف,KEF,القصور,ELKSOUR,الفلاحي,AGRICULTURE,أوت,août,2018,SQL Results
3.0,236324,2,سيدي بوزيد,SIDI BOUZIDE,سوق الجديد,SOUK EJDID,الفلاحي,AGRICULTURE,أوت,août,2018,SQL Results
1.0,61000,1,المهدية,MAHDIA,شربان,CHERBEN,الفلاحي,AGRICULTURE,أوت,août,2018,SQL Results
6.0,2839200,7,باجة,BEJA,مجاز الباب,MJEZ ELBEB,الفلاحي,AGRICULTURE,أوت,août,2018,SQL Results
8.0,829835,6,سيدي بوزيد,SIDI BOUZIDE,بئر الحفي,BIR HFAY,الفلاحي,AGRICULTURE,أوت,août,2018,SQL Results
1.0,92000,1,بنزرت,BIZERTE,بنزرت الجنوبية,BIZETE SUD,الخدمات,SERVICE,أوت,août,2018,SQL Results
3.0,340427,2,نابل,NABEUL,قربة,KOURBA,الفلاحي,AGRICULTURE,أوت,août,2018,SQL Results
1.0,55572,0,صفاقس,SFAXE,منزل شاكر,MANZEL CHAKKER,الخدمات,SERVICE,أوت,août,2018,SQL Results
1.0,306500,8,نابل,NABEUL,بني خيار,BENI KHYAR,التحويل الأولي,PREMIERE TRANSFORMATION,أوت,août,2018,SQL Results
1.0,66733,1,سليانة,SILIANA,سليانة الجنوبية,SILIANA SUD,الخدمات,SERVICE,أوت,août,2018,SQL Results
1.0,83000,1,صفاقس,SFAXE,طينة,TINA,الخدمات,SERVICE,أوت,août,2018,SQL Results
1.0,79633,2,تــونس,TUNIS,تونس المدينة,TUNIS ELMADINA,الخدمات,SERVICE,أوت,août,2018,SQL Results
10.0,1021617,37,صفاقس,SFAXE,صفاقس المدينة,SFAXE MEDINA,الصيد البحري,PECHE,أوت,août,2018,SQL Results
2.0,500800,4,سليانة,SILIANA,برقو,BERGOU,الفلاحي,AGRICULTURE,أوت,août,2018,SQL Results
1.0,300000,2,توزر,TOZEUR,دقاش,DGECH,التحويل الأولي,PREMIERE TRANSFORMATION,أوت,août,2018,SQL Results
1.0,94423,2,نابل,NABEUL,بني خلاد,BENI KHALLED,الفلاحي,AGRICULTURE,أوت,août,2018,SQL Results
2.0,68400,0,الكاف,KEF,الطويرف,Touiref,الفلاحي,AGRICULTURE,أوت,août,2018,SQL Results
1.0,380000,2,القيروان,KAIROUAN,الوسلاتية,WESLATIYA,الفلاحي,AGRICULTURE,أوت,août,2018,SQL Results
1.0,6200,0,جندوبة,JENDOUBA,بلطة بوعوان,BALTA BOU OUN,الفلاحي,AGRICULTURE,أوت,août,2018,SQL Results
3.0,200784,3,قبلي,KEBELLI,الفوار,ELFAWAR,الفلاحي,AGRICULTURE,أوت,août,2018,SQL Results
4.0,326499,9,زغوان,ZAGHOUANE,زغوان,ZAGOUAN,الفلاحي,AGRICULTURE,أوت,août,2018,SQL Results
1.0,63000,0,تطاوين,TATAWINE,الذهيبة,THEHIBA,الفلاحي,AGRICULTURE,أوت,août,2018,SQL Results
1.0,58000,1,المهدية,MAHDIA,ملولش,MLOULECH,الخدمات,SERVICE,أوت,août,2018,SQL Results
1.0,1042000,7,المنستير,MOUNASTIR,طبلبة,TBOLBA,التحويل الأولي,PREMIERE TRANSFORMATION,أوت,août,2018,SQL Results
2.0,136000,2,القيروان,KAIROUAN,سيدي علي نصرالله,SIDI ALI NASR ALLAH,الفلاحي,AGRICULTURE,أوت,août,2018,SQL Results
1.0,107520,1,قبلي,KEBELLI,دوز الجنوبية,DOUZ SUD,الخدمات,SERVICE,أوت,août,2018,SQL Results
3.0,160582,1,صفاقس,SFAXE,بئر علي بن خليفة,BIR ALI KHELIFFA,الفلاحي,AGRICULTURE,أوت,août,2018,SQL Results
1.0,122000,2,قفصة,GAFSA,القصر,EL KSSAR,الفلاحي,AGRICULTURE,أوت,août,2018,SQL Results
2.0,140500,0,منــوبة,MANOUBA,البطان,EL BATAN,الفلاحي,AGRICULTURE,أوت,août,2018,SQL Results
